human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_pos_x_next,ee_pos_y_next,cmd_acc_human,cmd_acc_agent
0.000000000000000000e+00,0.000000000000000000e+00,-3.559099278913504527e-01,2.922878320229640448e-01,-1.712318987111186019e-01,1.650245935875865599e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000000e+00,-1.712318987111186019e-01,1.650245935875865599e-01,-1.712338163696999205e-01,1.674565994093788479e-01,2.000000000000000042e-02,2.000000000000000111e-01
1.000000000000000056e-01,0.000000000000000000e+00,-1.712338163696999205e-01,1.674565994093788479e-01,-1.712354348938798787e-01,1.732044335540824098e-01,2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.712354348938798787e-01,1.732044335540824098e-01,-1.712366456582887497e-01,1.827649535493923449e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-1.712366456582887497e-01,1.827649535493923449e-01,-1.750387363588370437e-01,1.923755106383911451e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.750387363588370437e-01,1.923755106383911451e-01,-1.830406868888746763e-01,2.019866703237276906e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.830406868888746763e-01,2.019866703237276906e-01,-1.910453663326830420e-01,2.115986032769955338e-01,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000056e-01,0.000000000000000000e+00,-1.910453663326830420e-01,2.115986032769955338e-01,-1.990513337960216067e-01,2.207976888395093429e-01,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,2.000000000000000000e+00,-1.990513337960216067e-01,2.207976888395093429e-01,-2.105553203897312931e-01,2.265901515332119920e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.105553203897312931e-01,2.265901515332119920e-01,-2.309915934087615752e-01,2.293349229132273515e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.309915934087615752e-01,2.293349229132273515e-01,-2.512024631077128811e-01,2.317463012296439029e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.512024631077128811e-01,2.317463012296439029e-01,-2.634166748671616376e-01,2.341603990935890445e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.634166748671616376e-01,2.341603990935890445e-01,-2.676352706638985834e-01,2.365759062932370760e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.676352706638985834e-01,2.365759062932370760e-01,-2.638525231466257726e-01,2.389915987233443562e-01,0.000000000000000000e+00,2.000000000000000111e-01
1.000000000000000056e-01,1.000000000000000000e+00,-2.638525231466257726e-01,2.389915987233443562e-01,-2.520673906106818962e-01,2.416302144005008090e-01,2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.520673906106818962e-01,2.416302144005008090e-01,-2.389258260022264491e-01,2.476804555464955926e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.389258260022264491e-01,2.476804555464955926e-01,-2.268178861573846850e-01,2.552155911754337425e-01,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-2.268178861573846850e-01,2.552155911754337425e-01,-2.143123529818371786e-01,2.622616234260329859e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.143123529818371786e-01,2.622616234260329859e-01,-2.060021059515834141e-01,2.658185748183983232e-01,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,1.000000000000000000e+00,-2.060021059515834141e-01,2.658185748183983232e-01,-1.941971252519616165e-01,2.653748694656253293e-01,-2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.941971252519616165e-01,2.653748694656253293e-01,-1.810519378093846110e-01,2.606870633666071302e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.810519378093846110e-01,2.606870633666071302e-01,-1.743605791281361284e-01,2.544627214329282516e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.743605791281361284e-01,2.544627214329282516e-01,-1.743672573637458367e-01,2.482380683527339316e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,-1.743672573637458367e-01,2.482380683527339316e-01,-1.743735153952788997e-01,2.422335475614773581e-01,2.000000000000000042e-02,0.000000000000000000e+00
