expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-1.300000000000000000e+01,4.677000000000020918e+00,4.232328007857525942e-01,2.400000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.878000000000014325e+00,4.759161332830376123e-01,2.500000000000000000e+01
0.000000000000000000e+00,-2.100000000000000000e+01,6.264999999999986358e+00,3.610657652422839536e-01,3.200000000000000000e+01
0.000000000000000000e+00,-4.000000000000000000e+01,1.007899999999997931e+01,7.114654561235739250e-01,5.100000000000000000e+01
0.000000000000000000e+00,-5.900000000000000000e+01,1.403100000000000591e+01,7.151613821324496190e-01,7.000000000000000000e+01
0.000000000000000000e+00,-7.200000000000000000e+01,1.658600000000001273e+01,1.018684914067426117e+00,8.300000000000000000e+01
0.000000000000000000e+00,-2.700000000000000000e+01,7.522000000000048203e+00,4.691292438069595283e-01,3.800000000000000000e+01
0.000000000000000000e+00,-1.020000000000000000e+02,2.261700000000001864e+01,1.159920096327659689e+00,1.130000000000000000e+02
0.000000000000000000e+00,-3.600000000000000000e+01,9.262999999999976808e+00,4.878328525489303291e-01,4.700000000000000000e+01
0.000000000000000000e+00,-4.700000000000000000e+01,1.149899999999996680e+01,6.103545920005829517e-01,5.800000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.677000000000020918e+00,4.367551754686826992e-01,1.900000000000000000e+01
0.000000000000000000e+00,-1.200000000000000000e+01,4.489000000000032742e+00,5.298089833187402675e-01,2.300000000000000000e+01
0.000000000000000000e+00,-6.000000000000000000e+00,3.264000000000010004e+00,4.124892831641581714e-01,1.700000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.076000000000021828e+00,4.996514329659341169e-01,2.100000000000000000e+01
0.000000000000000000e+00,-6.000000000000000000e+00,3.252999999999929059e+00,4.015085739644640439e-01,1.700000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.269000000000005457e+00,5.152707742057590634e-01,2.200000000000000000e+01
