human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_pos_x_next,ee_pos_y_next,cmd_acc_human,cmd_acc_agent
1.000000000000000056e-01,0.000000000000000000e+00,-1.768075209507998791e-01,3.451535387225554974e-01,-1.712318614099035408e-01,1.649477797059142881e-01,2.000000000000000042e-02,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000000e+00,-1.712318614099035408e-01,1.649477797059142881e-01,-1.712333062455668187e-01,1.708546804113261763e-01,2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.712333062455668187e-01,1.708546804113261763e-01,-1.712345134772784161e-01,1.794353256515624773e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.712345134772784161e-01,1.794353256515624773e-01,-1.712362160166034930e-01,1.880853212874947222e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.712362160166034930e-01,1.880853212874947222e-01,-1.712385341534478078e-01,1.970819191695331596e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-1.712385341534478078e-01,1.970819191695331596e-01,-1.750433296292971397e-01,2.057331520164830119e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.750433296292971397e-01,2.057331520164830119e-01,-1.798699345548363804e-01,2.143850876288894980e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.798699345548363804e-01,2.143850876288894980e-01,-1.764342721160954142e-01,2.233835414760767524e-01,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-1.764342721160954142e-01,2.233835414760767524e-01,-1.742518759315248578e-01,2.305748651882449651e-01,-2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-1.742518759315248578e-01,2.305748651882449651e-01,-1.780579426128596210e-01,2.345642253028973057e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.780579426128596210e-01,2.345642253028973057e-01,-1.860633999041003128e-01,2.382576960027168178e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-1.860633999041003128e-01,2.382576960027168178e-01,-1.902726721757679040e-01,2.419520035083868037e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.902726721757679040e-01,2.419520035083868037e-01,-1.934727632196079072e-01,2.456467864822380331e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.934727632196079072e-01,2.456467864822380331e-01,-1.976515684955455487e-01,2.494898323370557391e-01,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-1.976515684955455487e-01,2.494898323370557391e-01,-1.935422364100169990e-01,2.515845314053208881e-01,-2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.935422364100169990e-01,2.515845314053208881e-01,-1.814325849424968107e-01,2.510275430362978732e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.814325849424968107e-01,2.510275430362978732e-01,-1.741793638181609594e-01,2.504017248592509404e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-1.741793638181609594e-01,2.504017248592509404e-01,-1.741865159586918899e-01,2.497768735174831500e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.741865159586918899e-01,2.497768735174831500e-01,-1.741939036445745437e-01,2.491269520994079389e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.741939036445745437e-01,2.491269520994079389e-01,-1.779978614342959120e-01,2.485017852775586733e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.779978614342959120e-01,2.485017852775586733e-01,-1.898057762174721330e-01,2.478755463370768686e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.898057762174721330e-01,2.478755463370768686e-01,-2.026276576383763683e-01,2.472492932396032350e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.026276576383763683e-01,2.472492932396032350e-01,-2.075081222581921792e-01,2.465994552926016881e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.075081222581921792e-01,2.465994552926016881e-01,-2.078394980338693354e-01,2.459748284062779067e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,0.000000000000000000e+00,-2.078394980338693354e-01,2.459748284062779067e-01,-2.081692507352700949e-01,2.461061475292599388e-01,2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-2.081692507352700949e-01,2.461061475292599388e-01,-2.047104503767310790e-01,2.496053088404766029e-01,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-2.047104503767310790e-01,2.496053088404766029e-01,-2.008430457428614924e-01,2.533689426422443547e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.008430457428614924e-01,2.533689426422443547e-01,-2.011711735361982611e-01,2.543658392970183368e-01,0.000000000000000000e+00,0.000000000000000000e+00
