expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-1.700000000000000000e+01,5.439999999999997726e+00,5.532662840570764518e-01,2.800000000000000000e+01
0.000000000000000000e+00,-1.300000000000000000e+01,4.663000000000010914e+00,3.373541038886771481e-01,2.400000000000000000e+01
0.000000000000000000e+00,3.000000000000000000e+00,1.415000000000020464e+00,2.471338096744473134e-01,8.000000000000000000e+00
0.000000000000000000e+00,-1.360000000000000000e+02,2.944200000000000728e+01,2.058493462541949093e+00,1.470000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.004400000000003956e+01,1.560647903249587909e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.130000000000000000e+02,2.484700000000003683e+01,2.069635963114111465e+00,1.240000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.007600000000002183e+01,1.854953228295912471e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.003599999999994452e+01,2.060069391071418732e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.004800000000000182e+01,2.354827029577978958e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.900000000000000000e+01,5.836999999999989086e+00,4.597227797916275671e-01,3.000000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.037500000000000000e+01,2.922019999734830620e+00,1.500000000000000000e+02
0.000000000000000000e+00,6.000000000000000000e+00,8.149999999999408828e-01,2.584315076881262274e-01,5.000000000000000000e+00
0.000000000000000000e+00,-1.500000000000000000e+02,3.043700000000001182e+01,3.030162191470355815e+00,1.500000000000000000e+02
0.000000000000000000e+00,-1.000000000000000000e+01,4.067000000000007276e+00,6.887364339152868276e-01,2.100000000000000000e+01
0.000000000000000000e+00,-5.800000000000000000e+01,1.383899999999994179e+01,1.675688417800393015e+00,6.900000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+00,1.844000000000050932e+00,3.479568671353494569e-01,1.000000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.050400000000001910e+01,3.211467680137137570e+00,1.500000000000000000e+02
0.000000000000000000e+00,1.000000000000000000e+00,1.836000000000012733e+00,3.753502625308923757e-01,1.000000000000000000e+01
0.000000000000000000e+00,-4.000000000000000000e+01,1.018499999999994543e+01,1.114314984089741278e+00,5.100000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.031700000000000728e+01,3.084304039602046021e+00,1.500000000000000000e+02
0.000000000000000000e+00,-9.000000000000000000e+00,3.867999999999938154e+00,4.953530257520712965e-01,2.000000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.278999999999996362e+00,4.221870716157950509e-01,2.200000000000000000e+01
0.000000000000000000e+00,-2.600000000000000000e+01,7.339999999999918145e+00,7.679459554929102261e-01,3.700000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+00,2.652999999999792635e+00,2.778251608214710178e-01,1.400000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.072000000000116415e+00,5.472373873597312643e-01,2.100000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.093000000000074579e+00,5.907827844428660269e-01,2.600000000000000000e+01
0.000000000000000000e+00,-7.300000000000000000e+01,1.695400000000017826e+01,1.505049353500605092e+00,8.400000000000000000e+01
0.000000000000000000e+00,-1.600000000000000000e+01,5.280999999999949068e+00,4.452007921846459770e-01,2.700000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.107999999999947249e+00,5.034534252395032050e-01,2.600000000000000000e+01
0.000000000000000000e+00,-1.200000000000000000e+01,4.472000000000207365e+00,5.178058304027690628e-01,2.300000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+02,3.051800000000002910e+01,6.898206733147189684e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.035799999999971988e+01,5.351261115757016684e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.055000000000018190e+01,7.298563185604441950e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.031500000000005457e+01,4.706323191317927090e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.053200000000015280e+01,6.732159683888604418e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.039999999999963620e+01,4.554162755775985061e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.041699999999991633e+01,6.517777162896644105e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.027700000000004366e+01,3.435759304305324169e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.064699999999993452e+01,6.653083290092458579e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.500000000000000000e+02,3.029999999999972715e+01,5.065502808833389770e-01,1.500000000000000000e+02
0.000000000000000000e+00,-1.200000000000000000e+01,4.480999999999767169e+00,5.990609078723391212e-01,2.300000000000000000e+01
0.000000000000000000e+00,-5.300000000000000000e+01,1.293599999999969441e+01,1.368552227646793851e+00,6.400000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.289999999999963620e+00,4.405359472302035062e-01,2.200000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+00,2.239000000000032742e+00,3.156707019768881239e-01,1.200000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+00,3.096999999999752617e+00,4.312527752049574170e-01,1.600000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.103999999999814463e+00,6.430108121495643481e-01,3.100000000000000000e+01
0.000000000000000000e+00,-5.700000000000000000e+01,1.365900000000010550e+01,1.205943797815768992e+00,6.800000000000000000e+01
0.000000000000000000e+00,-3.100000000000000000e+01,8.332000000000334694e+00,7.387280613774318550e-01,4.200000000000000000e+01
0.000000000000000000e+00,-1.900000000000000000e+01,5.903999999999996362e+00,6.807053630665862443e-01,3.000000000000000000e+01
0.000000000000000000e+00,-1.300000000000000000e+01,4.681000000000040018e+00,5.615625721898647171e-01,2.400000000000000000e+01
0.000000000000000000e+00,-8.100000000000000000e+01,1.852899999999999636e+01,1.810959699189213179e+00,9.200000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.282000000000152795e+00,4.816502771541584238e-01,2.200000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.498000000000047294e+00,4.179907584200702186e-01,2.800000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+00,2.447000000000116415e+00,3.395228657209137801e-01,1.300000000000000000e+01
