expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-7.000000000000000000e+00,3.437999999999988177e+00,4.829326805983350512e-01,1.800000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.037000000000006139e+00,3.595456627449532538e-01,2.100000000000000000e+01
0.000000000000000000e+00,-6.900000000000000000e+01,1.607699999999999818e+01,9.575752111710045256e-01,8.000000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.462999999999993861e+00,3.774633447967672972e-01,2.800000000000000000e+01
0.000000000000000000e+00,-2.300000000000000000e+01,6.706999999999993634e+00,4.755891040210330489e-01,3.400000000000000000e+01
0.000000000000000000e+00,-3.800000000000000000e+01,9.699000000000012278e+00,7.285824251149316533e-01,4.900000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.641999999999995907e+00,3.601655018456569879e-01,1.900000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+00,2.435000000000002274e+00,3.273406950852493780e-01,1.300000000000000000e+01
0.000000000000000000e+00,-6.000000000000000000e+00,3.230000000000018190e+00,3.023405952217616544e-01,1.700000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.069000000000016826e+00,4.265060989419396931e-01,2.600000000000000000e+01
0.000000000000000000e+00,-5.400000000000000000e+01,1.306600000000003092e+01,1.167304398935739229e+00,6.500000000000000000e+01
0.000000000000000000e+00,-9.000000000000000000e+00,3.866999999999961801e+00,4.638806671316478836e-01,2.000000000000000000e+01
0.000000000000000000e+00,-6.800000000000000000e+01,1.587700000000006639e+01,1.629055038443855352e+00,7.900000000000000000e+01
0.000000000000000000e+00,-2.100000000000000000e+01,6.312000000000011823e+00,4.062854426897454796e-01,3.200000000000000000e+01
0.000000000000000000e+00,-1.600000000000000000e+01,5.340000000000031832e+00,3.321598469773552331e-01,2.700000000000000000e+01
0.000000000000000000e+00,-8.700000000000000000e+01,1.979200000000003001e+01,9.463401117809253638e-01,9.800000000000000000e+01
