human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_vel_x_prev,ee_vel_y_prev,ee_pos_x_next,ee_pos_y_next,ee_vel_x_next,ee_vel_y_next,cmd_acc_human,cmd_acc_agent
0.000000000000000000e+00,1.000000000000000000e+00,-1.751766454462915790e-01,1.975414914090102003e-01,-9.291565957009357017e-05,4.838914036416186296e-05,-1.712318698974936715e-01,1.620116627223829875e-01,-9.173539238504289280e-06,3.825932734220228169e-05,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-1.712318698974936715e-01,1.620116627223829875e-01,-6.921232861173504613e-05,3.825932734220228169e-05,-1.750321979611030865e-01,1.620191494845572011e-01,-1.057347209140152596e-05,3.916383487219922345e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-1.750321979611030865e-01,1.620191494845572011e-01,-7.357757977211062755e-05,3.916383487219922345e-05,-1.868349049641916948e-01,1.620256509727066863e-01,-1.451805685123399056e-05,4.084143786699459956e-05,-2.000000000000000042e-02,-2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-1.868349049641916948e-01,1.620256509727066863e-01,-7.938758661896407498e-05,4.084143786699459956e-05,-2.028372111075639472e-01,1.620316567409403885e-01,-2.039179713513016994e-05,4.289954068127772803e-05,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,1.000000000000000000e+00,-2.028372111075639472e-01,1.620316567409403885e-01,-8.822685536184169145e-05,4.289954068127772803e-05,-2.153556179831322137e-01,1.620390111081165818e-01,-2.537109283736243970e-05,4.438723872808429151e-05,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.153556179831322137e-01,1.620390111081165818e-01,-9.662104403691828582e-05,4.438723872808429151e-05,-2.236972563496519295e-01,1.620477692698515659e-01,-2.879161811623064013e-05,4.521008858326392950e-05,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,1.000000000000000000e+00,-2.236972563496519295e-01,1.620477692698515659e-01,-1.048043936641953797e-04,4.521008858326392950e-05,-2.279015903411538146e-01,1.620566491436586098e-01,-3.050141129468840272e-05,4.550355784828210220e-05,-2.000000000000000042e-02,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.279015903411538146e-01,1.620566491436586098e-01,-1.147077764164673713e-04,4.550355784828210220e-05,-2.279092015624225864e-01,1.620657162186357469e-01,-3.028695844194064809e-05,4.542272845952298829e-05,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,0.000000000000000000e+00,-2.279092015624225864e-01,1.620657162186357469e-01,-1.185304566473425032e-04,4.542272845952298829e-05,-2.279152021613373991e-01,1.620747791752332745e-01,-3.017174089819388015e-05,4.537731493135536347e-05,-2.000000000000000042e-02,0.000000000000000000e+00
1.000000000000000056e-01,2.000000000000000000e+00,-2.279152021613373991e-01,1.620747791752332745e-01,-1.201813104548901011e-04,4.537731493135536347e-05,-2.317231677151955771e-01,1.621760990547885251e-01,-3.209549268697576793e-05,4.594009446934975275e-05,2.000000000000000042e-02,-2.000000000000000111e-01
