expert,Rewards,Episodes Duration in Seconds,Travelled Distance,Episodes Duration in Timesteps
0.000000000000000000e+00,-2.400000000000000000e+01,6.859999999999985221e+00,5.687889201591854738e-01,3.500000000000000000e+01
0.000000000000000000e+00,-1.600000000000000000e+01,5.271999999999991360e+00,4.901244025409263183e-01,2.700000000000000000e+01
0.000000000000000000e+00,-2.500000000000000000e+01,7.062999999999988177e+00,4.513738475599920474e-01,3.600000000000000000e+01
0.000000000000000000e+00,-2.500000000000000000e+01,7.058999999999997499e+00,5.012350734368622440e-01,3.600000000000000000e+01
0.000000000000000000e+00,-1.600000000000000000e+01,5.256000000000000227e+00,3.616521582955039005e-01,2.700000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.057999999999992724e+00,4.692493857923104583e-01,3.100000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.020000000000010232e+00,2.344896170677884528e-01,1.100000000000000000e+01
0.000000000000000000e+00,3.000000000000000000e+00,1.414999999999992042e+00,2.327082031697590703e-01,8.000000000000000000e+00
0.000000000000000000e+00,-1.200000000000000000e+01,4.443000000000012051e+00,3.802059752610276178e-01,2.300000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.028999999999996362e+00,2.673255772401241792e-01,1.100000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,1.017000000000052751e+00,2.411887083078407823e-01,6.000000000000000000e+00
0.000000000000000000e+00,-4.000000000000000000e+00,2.870000000000004547e+00,4.628949967761338824e-01,1.500000000000000000e+01
0.000000000000000000e+00,-1.900000000000000000e+01,5.943999999999959982e+00,6.227165842930485473e-01,3.000000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.883999999999900865e+00,5.874152317558319902e-01,2.500000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.098000000000070031e+00,6.156494091223264631e-01,3.100000000000000000e+01
0.000000000000000000e+00,-7.000000000000000000e+01,1.639700000000004820e+01,1.508742523958340076e+00,8.100000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+00,2.239000000000032742e+00,2.964753553687897725e-01,1.200000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.891999999999939064e+00,5.429709524599342085e-01,2.500000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.058999999999969077e+00,5.399891743527240884e-01,2.100000000000000000e+01
0.000000000000000000e+00,-7.000000000000000000e+00,3.466999999999984539e+00,4.292285526534055373e-01,1.800000000000000000e+01
0.000000000000000000e+00,-3.100000000000000000e+01,8.349000000000046384e+00,1.143227121563360260e+00,4.200000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.098999999999932697e+00,6.864371956971574429e-01,2.600000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+01,8.141000000000076398e+00,1.096881832528703526e+00,4.100000000000000000e+01
0.000000000000000000e+00,-1.400000000000000000e+01,4.899000000000000909e+00,6.707633001801168726e-01,2.500000000000000000e+01
0.000000000000000000e+00,-2.600000000000000000e+01,7.321999999999889042e+00,9.795217551945847312e-01,3.700000000000000000e+01
0.000000000000000000e+00,-9.500000000000000000e+01,2.135099999999988540e+01,2.588294348132875289e+00,1.060000000000000000e+02
0.000000000000000000e+00,-2.200000000000000000e+01,6.554000000000087311e+00,8.978675474552035851e-01,3.300000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+00,2.469000000000050932e+00,4.075759937324587301e-01,1.300000000000000000e+01
0.000000000000000000e+00,-3.700000000000000000e+01,9.576999999999998181e+00,1.166281101223401562e+00,4.800000000000000000e+01
0.000000000000000000e+00,-2.200000000000000000e+01,6.525999999999839929e+00,8.977368624153558851e-01,3.300000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+00,3.057000000000016371e+00,3.786806626847283863e-01,1.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.060999999999921783e+00,3.362467862335716262e-01,1.100000000000000000e+01
0.000000000000000000e+00,-3.600000000000000000e+01,9.343000000000074579e+00,1.042719997625655148e+00,4.700000000000000000e+01
0.000000000000000000e+00,-2.700000000000000000e+01,7.520999999999958163e+00,7.445517256730099787e-01,3.800000000000000000e+01
0.000000000000000000e+00,-3.100000000000000000e+01,8.345000000000027285e+00,9.958604821281209496e-01,4.200000000000000000e+01
0.000000000000000000e+00,-5.000000000000000000e+00,3.064999999999827196e+00,4.167556619852576527e-01,1.600000000000000000e+01
0.000000000000000000e+00,-2.400000000000000000e+01,6.925000000000181899e+00,9.117544788105903519e-01,3.500000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,1.023000000000138243e+00,2.263859293849462828e-01,6.000000000000000000e+00
0.000000000000000000e+00,-3.700000000000000000e+01,9.558999999999969077e+00,1.112875605458165662e+00,4.800000000000000000e+01
0.000000000000000000e+00,-1.900000000000000000e+01,5.879999999999881766e+00,7.216036745313295642e-01,3.000000000000000000e+01
0.000000000000000000e+00,-1.200000000000000000e+01,4.526000000000067303e+00,5.976077201626260882e-01,2.300000000000000000e+01
0.000000000000000000e+00,-3.300000000000000000e+01,8.852000000000089130e+00,1.035725633012594571e+00,4.400000000000000000e+01
0.000000000000000000e+00,2.000000000000000000e+00,1.629999999999881766e+00,2.354464591174701693e-01,9.000000000000000000e+00
0.000000000000000000e+00,-1.000000000000000000e+01,4.086999999999989086e+00,5.163527874538117457e-01,2.100000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.271000000000185537e+00,5.522086933328379521e-01,2.200000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.505999999999858119e+00,6.525394028782290912e-01,2.800000000000000000e+01
0.000000000000000000e+00,1.000000000000000000e+00,1.834000000000060027e+00,2.577806638675726458e-01,1.000000000000000000e+01
0.000000000000000000e+00,-2.000000000000000000e+01,6.108999999999923602e+00,7.021043634373076436e-01,3.100000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.491999999999961801e+00,6.190561946793260439e-01,2.800000000000000000e+01
0.000000000000000000e+00,-6.000000000000000000e+00,3.250999999999976353e+00,4.229337892737959348e-01,1.700000000000000000e+01
0.000000000000000000e+00,-1.200000000000000000e+01,4.467000000000098225e+00,5.792916703956565438e-01,2.300000000000000000e+01
0.000000000000000000e+00,-2.800000000000000000e+01,7.735999999999876309e+00,9.130661212770213586e-01,3.900000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.313999999999850843e+00,3.877375614764261291e-01,2.200000000000000000e+01
0.000000000000000000e+00,-1.700000000000000000e+01,5.482999999999719876e+00,7.436766437860895529e-01,2.800000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+00,2.648000000000138243e+00,3.459321458192286536e-01,1.400000000000000000e+01
0.000000000000000000e+00,-3.300000000000000000e+01,8.725000000000363798e+00,1.035879056782170515e+00,4.400000000000000000e+01
0.000000000000000000e+00,-9.000000000000000000e+00,3.878000000000156433e+00,5.024105070391702288e-01,2.000000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+00,1.028999999999996362e+00,2.334819412146677542e-01,6.000000000000000000e+00
0.000000000000000000e+00,-5.000000000000000000e+00,3.048999999999978172e+00,3.643824310250331489e-01,1.600000000000000000e+01
0.000000000000000000e+00,-7.000000000000000000e+00,3.456999999999879947e+00,4.519709961838699885e-01,1.800000000000000000e+01
0.000000000000000000e+00,-3.000000000000000000e+00,2.641999999999825377e+00,3.775893380599785187e-01,1.400000000000000000e+01
0.000000000000000000e+00,-4.000000000000000000e+00,2.858999999999923602e+00,3.657888387771789929e-01,1.500000000000000000e+01
0.000000000000000000e+00,-4.000000000000000000e+01,1.023199999999997090e+01,1.105245072625532732e+00,5.100000000000000000e+01
0.000000000000000000e+00,-1.000000000000000000e+01,4.077000000000225555e+00,5.852712855426575045e-01,2.100000000000000000e+01
0.000000000000000000e+00,-1.500000000000000000e+01,5.088999999999941792e+00,6.513286697910783962e-01,2.600000000000000000e+01
0.000000000000000000e+00,-2.200000000000000000e+01,6.507000000000061846e+00,6.887446840132281922e-01,3.300000000000000000e+01
0.000000000000000000e+00,-2.900000000000000000e+01,7.960999999999785359e+00,8.790687700979760155e-01,4.000000000000000000e+01
0.000000000000000000e+00,-8.000000000000000000e+00,3.673000000000229193e+00,4.758723467691166609e-01,1.900000000000000000e+01
0.000000000000000000e+00,-1.100000000000000000e+01,4.284000000000105501e+00,5.718227647619529286e-01,2.200000000000000000e+01
0.000000000000000000e+00,-2.100000000000000000e+01,6.364000000000032742e+00,6.745299103316798606e-01,3.200000000000000000e+01
