human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_pos_x_next,ee_pos_y_next,cmd_acc_human,cmd_acc_agent
1.000000000000000056e-01,1.000000000000000000e+00,-1.759383864809838383e-01,1.841545849801487778e-01,-1.712318352012995870e-01,1.625537573413413095e-01,2.000000000000000042e-02,2.000000000000000111e-01
1.000000000000000056e-01,2.000000000000000000e+00,-1.712318352012995870e-01,1.625537573413413095e-01,-1.750338794515132745e-01,1.649530932105377490e-01,2.000000000000000042e-02,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.750338794515132745e-01,1.649530932105377490e-01,-1.868367580955134222e-01,1.712807165579967039e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.868367580955134222e-01,1.712807165579967039e-01,-1.990423123206526701e-01,1.789702352199138979e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-1.990423123206526701e-01,1.789702352199138979e-01,-2.032498829788268735e-01,1.866608189456940847e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-2.032498829788268735e-01,1.866608189456940847e-01,-2.032564154610512486e-01,1.946594021414540521e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-2.032564154610512486e-01,1.946594021414540521e-01,-2.032616492130407959e-01,2.023508829298294454e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,-2.032616492130407959e-01,2.023508829298294454e-01,-1.994671330353006145e-01,2.100424898248351435e-01,0.000000000000000000e+00,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.994671330353006145e-01,2.100424898248351435e-01,-1.914740120022904168e-01,2.177339593362844217e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.914740120022904168e-01,2.177339593362844217e-01,-1.834791068520874036e-01,2.254259774062351562e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-1.834791068520874036e-01,2.254259774062351562e-01,-1.792843129928914647e-01,2.331190978709775374e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.792843129928914647e-01,2.331190978709775374e-01,-1.830873535568567634e-01,2.408131849938592861e-01,0.000000000000000000e+00,-2.000000000000000111e-01
-1.000000000000000056e-01,1.000000000000000000e+00,-1.830873535568567634e-01,2.408131849938592861e-01,-1.872915250181562130e-01,2.477520441013883190e-01,-2.000000000000000042e-02,2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-1.872915250181562130e-01,2.477520441013883190e-01,-1.907833399858183121e-01,2.510519753578899782e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.907833399858183121e-01,2.510519753578899782e-01,-1.984709476450969567e-01,2.525072472969930870e-01,0.000000000000000000e+00,0.000000000000000000e+00
