human_action,agent_action,ee_pos_x_prev,ee_pos_y_prev,ee_pos_x_next,ee_pos_y_next,cmd_acc_human,cmd_acc_agent
1.000000000000000056e-01,2.000000000000000000e+00,-1.753585613545856625e-01,2.508091705493781798e-01,-1.750336914801797206e-01,1.647963331899054973e-01,2.000000000000000042e-02,-2.000000000000000111e-01
1.000000000000000056e-01,2.000000000000000000e+00,-1.750336914801797206e-01,1.647963331899054973e-01,-1.868366442662455773e-01,1.705443643114311625e-01,2.000000000000000042e-02,-2.000000000000000111e-01
1.000000000000000056e-01,0.000000000000000000e+00,-1.868366442662455773e-01,1.705443643114311625e-01,-2.028390391347528743e-01,1.802907328958833766e-01,2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-2.028390391347528743e-01,1.802907328958833766e-01,-2.226409500953904219e-01,1.939099883554519510e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.226409500953904219e-01,1.939099883554519510e-01,-2.428449377493691608e-01,2.086424187888464010e-01,0.000000000000000000e+00,2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-2.428449377493691608e-01,2.086424187888464010e-01,-2.585506551243997864e-01,2.225186770756994170e-01,-2.000000000000000042e-02,0.000000000000000000e+00
-1.000000000000000056e-01,2.000000000000000000e+00,-2.585506551243997864e-01,2.225186770756994170e-01,-2.786736698999042749e-01,2.329533347359903084e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.786736698999042749e-01,2.329533347359903084e-01,-3.061708449461794102e-01,2.408058324019912988e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-3.061708449461794102e-01,2.408058324019912988e-01,-3.416688347313219243e-01,2.486554989478486077e-01,0.000000000000000000e+00,-2.000000000000000111e-01
-1.000000000000000056e-01,0.000000000000000000e+00,-3.416688347313219243e-01,2.486554989478486077e-01,-3.546830610505886661e-01,2.568271178001589883e-01,-2.000000000000000042e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,-3.546830610505886661e-01,2.568271178001589883e-01,-3.547176645067746659e-01,2.626905598961004062e-01,0.000000000000000000e+00,-2.000000000000000111e-01
0.000000000000000000e+00,2.000000000000000000e+00,-3.547176645067746659e-01,2.626905598961004062e-01,-3.547533951125658724e-01,2.671941287218052019e-01,0.000000000000000000e+00,-2.000000000000000111e-01
-1.000000000000000056e-01,2.000000000000000000e+00,-3.547533951125658724e-01,2.671941287218052019e-01,-3.547899819317685832e-01,2.715281813052455306e-01,-2.000000000000000042e-02,-2.000000000000000111e-01
